date,areaType,areaCode,areaName,newCasesBySpecimenDate
"2021-02-12",utla,E06000032,Luton,19
"2021-02-11",utla,E06000032,Luton,61
"2021-02-10",utla,E06000032,Luton,90
"2021-02-09",utla,E06000032,Luton,81
"2021-02-08",utla,E06000032,Luton,74
"2021-02-07",utla,E06000032,Luton,86
"2021-02-06",utla,E06000032,Luton,72
"2021-02-05",utla,E06000032,Luton,107
"2021-02-04",utla,E06000032,Luton,94
"2021-02-03",utla,E06000032,Luton,93
"2021-02-02",utla,E06000032,Luton,118
"2021-02-01",utla,E06000032,Luton,107
"2021-01-31",utla,E06000032,Luton,83
"2021-01-30",utla,E06000032,Luton,77
"2021-01-29",utla,E06000032,Luton,106
"2021-01-28",utla,E06000032,Luton,172
"2021-01-27",utla,E06000032,Luton,151
"2021-01-26",utla,E06000032,Luton,177
"2021-01-25",utla,E06000032,Luton,168
"2021-01-24",utla,E06000032,Luton,110
"2021-01-23",utla,E06000032,Luton,125
"2021-01-21",utla,E06000032,Luton,184
"2021-01-20",utla,E06000032,Luton,222
"2021-01-19",utla,E06000032,Luton,207
"2021-01-18",utla,E06000032,Luton,234
"2021-01-17",utla,E06000032,Luton,158
"2021-01-16",utla,E06000032,Luton,176
"2021-01-15",utla,E06000032,Luton,226
"2021-01-14",utla,E06000032,Luton,214
"2021-01-13",utla,E06000032,Luton,239
"2021-01-12",utla,E06000032,Luton,226
"2021-01-11",utla,E06000032,Luton,282
"2021-01-10",utla,E06000032,Luton,165
"2021-01-09",utla,E06000032,Luton,215
"2021-01-08",utla,E06000032,Luton,208
"2021-01-07",utla,E06000032,Luton,280
"2021-01-06",utla,E06000032,Luton,296
"2021-01-05",utla,E06000032,Luton,310
"2021-01-04",utla,E06000032,Luton,423
"2021-01-03",utla,E06000032,Luton,299
"2021-01-02",utla,E06000032,Luton,276
"2021-01-01",utla,E06000032,Luton,106
"2020-12-31",utla,E06000032,Luton,255
"2020-12-30",utla,E06000032,Luton,285
"2020-12-29",utla,E06000032,Luton,410
"2020-12-28",utla,E06000032,Luton,178
"2020-12-27",utla,E06000032,Luton,216
"2020-12-26",utla,E06000032,Luton,187
"2020-12-25",utla,E06000032,Luton,47
"2020-12-24",utla,E06000032,Luton,151
"2020-12-23",utla,E06000032,Luton,140
"2020-12-22",utla,E06000032,Luton,231
"2020-12-21",utla,E06000032,Luton,225
"2020-12-20",utla,E06000032,Luton,142
"2020-12-19",utla,E06000032,Luton,124
"2020-12-18",utla,E06000032,Luton,180
"2020-12-17",utla,E06000032,Luton,163
"2020-12-16",utla,E06000032,Luton,169
"2020-12-15",utla,E06000032,Luton,179
"2020-12-14",utla,E06000032,Luton,170
"2020-12-13",utla,E06000032,Luton,105
"2020-12-12",utla,E06000032,Luton,100
"2020-12-11",utla,E06000032,Luton,115
"2020-12-10",utla,E06000032,Luton,100
"2020-12-09",utla,E06000032,Luton,89
"2020-12-08",utla,E06000032,Luton,94
"2020-12-07",utla,E06000032,Luton,119
"2020-12-06",utla,E06000032,Luton,75
"2020-12-05",utla,E06000032,Luton,86
"2020-12-04",utla,E06000032,Luton,81
"2020-12-03",utla,E06000032,Luton,91
"2020-12-02",utla,E06000032,Luton,76
"2020-12-01",utla,E06000032,Luton,106
"2020-11-30",utla,E06000032,Luton,129
"2020-11-29",utla,E06000032,Luton,54
"2020-11-28",utla,E06000032,Luton,64
"2020-11-27",utla,E06000032,Luton,78
"2020-11-26",utla,E06000032,Luton,83
"2020-11-25",utla,E06000032,Luton,103
"2020-11-24",utla,E06000032,Luton,64
"2020-11-23",utla,E06000032,Luton,78
"2020-11-22",utla,E06000032,Luton,87
"2020-11-21",utla,E06000032,Luton,53
"2020-11-20",utla,E06000032,Luton,84
"2020-11-19",utla,E06000032,Luton,106
"2020-11-18",utla,E06000032,Luton,101
"2020-11-17",utla,E06000032,Luton,89
"2020-11-16",utla,E06000032,Luton,120
"2020-11-15",utla,E06000032,Luton,46
"2020-11-14",utla,E06000032,Luton,72
"2020-11-13",utla,E06000032,Luton,93
"2020-11-12",utla,E06000032,Luton,103
"2020-11-11",utla,E06000032,Luton,96
"2020-11-10",utla,E06000032,Luton,105
"2020-11-09",utla,E06000032,Luton,98
"2020-11-08",utla,E06000032,Luton,57
"2020-11-07",utla,E06000032,Luton,62
"2020-11-06",utla,E06000032,Luton,68
"2020-11-05",utla,E06000032,Luton,81
"2020-11-04",utla,E06000032,Luton,71
"2020-11-03",utla,E06000032,Luton,83
"2020-11-02",utla,E06000032,Luton,120
"2021-02-12",utla,E06000027,Torbay,3
"2021-02-11",utla,E06000027,Torbay,11
"2021-02-10",utla,E06000027,Torbay,27
"2020-11-01",utla,E06000032,Luton,60
"2020-10-31",utla,E06000032,Luton,60
"2020-10-30",utla,E06000032,Luton,83
"2021-02-09",utla,E06000027,Torbay,22
"2021-02-08",utla,E06000027,Torbay,17
"2021-02-07",utla,E06000027,Torbay,13
"2021-02-06",utla,E06000027,Torbay,13
"2021-02-05",utla,E06000027,Torbay,28
"2021-02-04",utla,E06000027,Torbay,22
"2021-02-03",utla,E06000027,Torbay,16
"2021-02-02",utla,E06000027,Torbay,36
"2021-02-01",utla,E06000027,Torbay,44
"2020-10-29",utla,E06000032,Luton,75
"2021-01-31",utla,E06000027,Torbay,17
"2021-01-30",utla,E06000027,Torbay,15
"2021-01-29",utla,E06000027,Torbay,53
"2021-01-28",utla,E06000027,Torbay,37
"2021-01-27",utla,E06000027,Torbay,33
"2021-01-26",utla,E06000027,Torbay,40
"2020-10-28",utla,E06000032,Luton,78
"2020-10-27",utla,E06000032,Luton,62
"2020-10-26",utla,E06000032,Luton,74
"2020-10-25",utla,E06000032,Luton,34
"2020-10-24",utla,E06000032,Luton,37
"2020-10-23",utla,E06000032,Luton,58
"2020-10-22",utla,E06000032,Luton,55
"2020-10-21",utla,E06000032,Luton,48
"2020-10-20",utla,E06000032,Luton,71
"2020-10-19",utla,E06000032,Luton,48
"2020-10-18",utla,E06000032,Luton,27
"2020-10-17",utla,E06000032,Luton,42
"2020-10-16",utla,E06000032,Luton,40
"2020-10-15",utla,E06000032,Luton,42
"2021-01-25",utla,E06000027,Torbay,36
"2020-10-14",utla,E06000032,Luton,67
"2020-10-13",utla,E06000032,Luton,29
"2020-10-12",utla,E06000032,Luton,42
"2020-10-11",utla,E06000032,Luton,30
"2020-10-10",utla,E06000032,Luton,12
"2020-10-09",utla,E06000032,Luton,35
"2020-10-08",utla,E06000032,Luton,36
"2020-10-07",utla,E06000032,Luton,38
"2020-10-06",utla,E06000032,Luton,26
"2020-10-05",utla,E06000032,Luton,11
"2020-10-04",utla,E06000032,Luton,31
"2020-10-03",utla,E06000032,Luton,30
"2020-10-02",utla,E06000032,Luton,24
"2021-01-24",utla,E06000027,Torbay,33
"2021-01-23",utla,E06000027,Torbay,11
"2021-01-22",utla,E06000027,Torbay,26
"2021-01-21",utla,E06000027,Torbay,21
"2021-01-20",utla,E06000027,Torbay,39
"2021-01-19",utla,E06000027,Torbay,40
"2021-01-18",utla,E06000027,Torbay,60
"2021-01-17",utla,E06000027,Torbay,23
"2021-01-16",utla,E06000027,Torbay,30
"2021-01-15",utla,E06000027,Torbay,46
"2020-09-30",utla,E06000032,Luton,17
"2021-01-14",utla,E06000027,Torbay,32
"2020-09-29",utla,E06000032,Luton,12
"2021-01-13",utla,E06000027,Torbay,45
"2021-01-12",utla,E06000027,Torbay,56
"2021-01-11",utla,E06000027,Torbay,86
"2020-09-28",utla,E06000032,Luton,18
"2021-01-10",utla,E06000027,Torbay,31
"2021-01-09",utla,E06000027,Torbay,40
"2021-01-08",utla,E06000027,Torbay,44
"2021-01-07",utla,E06000027,Torbay,61
"2021-01-06",utla,E06000027,Torbay,47
"2021-01-05",utla,E06000027,Torbay,48
"2021-01-04",utla,E06000027,Torbay,85
"2021-01-03",utla,E06000027,Torbay,33
"2020-09-27",utla,E06000032,Luton,18
"2021-01-02",utla,E06000027,Torbay,32
"2021-01-01",utla,E06000027,Torbay,9
"2020-12-31",utla,E06000027,Torbay,23
"2020-12-30",utla,E06000027,Torbay,51
"2020-12-29",utla,E06000027,Torbay,20
"2020-09-26",utla,E06000032,Luton,17
"2020-12-28",utla,E06000027,Torbay,19
"2020-12-27",utla,E06000027,Torbay,31
"2020-12-26",utla,E06000027,Torbay,14
"2020-12-25",utla,E06000027,Torbay,7
"2020-12-24",utla,E06000027,Torbay,8
"2020-12-23",utla,E06000027,Torbay,12
"2020-12-22",utla,E06000027,Torbay,21
"2020-12-21",utla,E06000027,Torbay,12
"2020-12-20",utla,E06000027,Torbay,13
"2020-09-25",utla,E06000032,Luton,25
"2020-09-24",utla,E06000032,Luton,32
"2020-09-23",utla,E06000032,Luton,13
"2020-09-22",utla,E06000032,Luton,18
"2020-09-21",utla,E06000032,Luton,18
"2020-12-19",utla,E06000027,Torbay,5
"2020-12-18",utla,E06000027,Torbay,21
"2020-12-17",utla,E06000027,Torbay,15
"2020-12-16",utla,E06000027,Torbay,22
"2020-09-20",utla,E06000032,Luton,25
"2020-09-19",utla,E06000032,Luton,19
"2020-09-18",utla,E06000032,Luton,16
"2020-09-17",utla,E06000032,Luton,22
"2020-12-15",utla,E06000027,Torbay,10
"2020-09-16",utla,E06000032,Luton,13
"2020-09-15",utla,E06000032,Luton,6
"2020-09-14",utla,E06000032,Luton,8
"2020-12-14",utla,E06000027,Torbay,15
"2020-12-13",utla,E06000027,Torbay,6
"2020-12-12",utla,E06000027,Torbay,5
"2020-12-11",utla,E06000027,Torbay,7
"2020-12-10",utla,E06000027,Torbay,10
"2020-12-09",utla,E06000027,Torbay,7
"2020-12-08",utla,E06000027,Torbay,9
"2020-12-07",utla,E06000027,Torbay,8
"2020-12-06",utla,E06000027,Torbay,11
"2020-12-05",utla,E06000027,Torbay,3
"2020-12-04",utla,E06000027,Torbay,2
"2020-12-03",utla,E06000027,Torbay,9
"2020-09-13",utla,E06000032,Luton,3
"2020-09-12",utla,E06000032,Luton,8
"2020-09-11",utla,E06000032,Luton,11
"2020-09-10",utla,E06000032,Luton,8
"2020-12-02",utla,E06000027,Torbay,7
"2020-09-09",utla,E06000032,Luton,4
"2020-09-08",utla,E06000032,Luton,5
"2020-09-07",utla,E06000032,Luton,17
"2020-12-01",utla,E06000027,Torbay,4
"2020-09-06",utla,E06000032,Luton,6
"2020-09-05",utla,E06000032,Luton,8
"2020-09-04",utla,E06000032,Luton,6
"2020-09-03",utla,E06000032,Luton,13
"2020-09-02",utla,E06000032,Luton,13
"2020-11-30",utla,E06000027,Torbay,11
"2020-11-29",utla,E06000027,Torbay,8
"2020-11-28",utla,E06000027,Torbay,8
"2020-11-27",utla,E06000027,Torbay,8
"2020-11-26",utla,E06000027,Torbay,18
"2020-11-25",utla,E06000027,Torbay,12
"2020-11-24",utla,E06000027,Torbay,17
"2020-11-23",utla,E06000027,Torbay,17
"2020-08-31",utla,E06000032,Luton,5
"2020-11-22",utla,E06000027,Torbay,10
"2020-11-21",utla,E06000027,Torbay,16
"2020-11-20",utla,E06000027,Torbay,21
"2020-08-30",utla,E06000032,Luton,6
"2020-08-29",utla,E06000032,Luton,1
"2020-08-28",utla,E06000032,Luton,2
"2020-08-27",utla,E06000032,Luton,3
"2020-08-26",utla,E06000032,Luton,2
"2020-11-19",utla,E06000027,Torbay,25
"2020-11-18",utla,E06000027,Torbay,21
"2020-11-17",utla,E06000027,Torbay,15
"2020-11-16",utla,E06000027,Torbay,46
"2020-11-15",utla,E06000027,Torbay,28
"2020-11-14",utla,E06000027,Torbay,35
"2020-11-13",utla,E06000027,Torbay,43
"2020-08-25",utla,E06000032,Luton,5
"2020-11-12",utla,E06000027,Torbay,31
"2020-11-11",utla,E06000027,Torbay,51
"2020-11-10",utla,E06000027,Torbay,37
"2020-11-09",utla,E06000027,Torbay,57
"2020-11-08",utla,E06000027,Torbay,31
"2020-08-23",utla,E06000032,Luton,3
"2021-02-12",utla,E10000032,West Sussex,18
"2020-08-22",utla,E06000032,Luton,3
"2021-02-11",utla,E10000032,West Sussex,110
"2020-08-21",utla,E06000032,Luton,1
"2020-08-20",utla,E06000032,Luton,9
"2021-02-10",utla,E10000032,West Sussex,125
"2020-08-19",utla,E06000032,Luton,5
"2020-08-18",utla,E06000032,Luton,3
"2021-02-09",utla,E10000032,West Sussex,169
"2020-08-17",utla,E06000032,Luton,5
"2020-08-16",utla,E06000032,Luton,5
"2021-02-08",utla,E10000032,West Sussex,165
"2021-02-07",utla,E10000032,West Sussex,135
"2021-02-06",utla,E10000032,West Sussex,130
"2021-02-05",utla,E10000032,West Sussex,208
"2020-08-15",utla,E06000032,Luton,2
"2020-08-14",utla,E06000032,Luton,4
"2020-08-13",utla,E06000032,Luton,3
"2020-08-12",utla,E06000032,Luton,2
"2020-11-07",utla,E06000027,Torbay,32
"2021-02-04",utla,E10000032,West Sussex,184
"2021-02-03",utla,E10000032,West Sussex,231
"2021-02-02",utla,E10000032,West Sussex,212
"2020-08-11",utla,E06000032,Luton,6
"2021-02-01",utla,E10000032,West Sussex,278
"2020-08-10",utla,E06000032,Luton,10
"2020-08-09",utla,E06000032,Luton,7
"2020-08-08",utla,E06000032,Luton,11
"2020-11-06",utla,E06000027,Torbay,50
"2021-01-31",utla,E10000032,West Sussex,141
"2020-08-07",utla,E06000032,Luton,19
"2020-08-06",utla,E06000032,Luton,3
"2020-08-05",utla,E06000032,Luton,7
"2020-08-04",utla,E06000032,Luton,4
"2020-11-05",utla,E06000027,Torbay,53
"2020-08-03",utla,E06000032,Luton,7
"2020-08-02",utla,E06000032,Luton,5
"2020-08-01",utla,E06000032,Luton,5
"2020-07-31",utla,E06000032,Luton,4
"2020-07-30",utla,E06000032,Luton,6
"2020-07-29",utla,E06000032,Luton,10
"2020-07-28",utla,E06000032,Luton,7
"2020-07-27",utla,E06000032,Luton,7
"2020-07-26",utla,E06000032,Luton,5
"2021-01-30",utla,E10000032,West Sussex,195
"2020-07-25",utla,E06000032,Luton,6
"2021-01-29",utla,E10000032,West Sussex,283
"2020-11-04",utla,E06000027,Torbay,55
"2020-11-03",utla,E06000027,Torbay,62
"2020-11-02",utla,E06000027,Torbay,76
"2020-11-01",utla,E06000027,Torbay,30
"2020-10-31",utla,E06000027,Torbay,18
"2020-10-30",utla,E06000027,Torbay,32
"2020-10-29",utla,E06000027,Torbay,39
"2020-10-28",utla,E06000027,Torbay,34
"2020-10-27",utla,E06000027,Torbay,34
"2020-07-24",utla,E06000032,Luton,10
"2020-07-23",utla,E06000032,Luton,3
"2020-07-22",utla,E06000032,Luton,3
"2020-07-21",utla,E06000032,Luton,9
"2020-07-20",utla,E06000032,Luton,11
"2020-07-19",utla,E06000032,Luton,5
"2021-01-28",utla,E10000032,West Sussex,342
"2021-01-27",utla,E10000032,West Sussex,348
"2021-01-26",utla,E10000032,West Sussex,343
"2021-01-25",utla,E10000032,West Sussex,443
"2021-01-24",utla,E10000032,West Sussex,226
"2021-01-23",utla,E10000032,West Sussex,274
"2020-07-18",utla,E06000032,Luton,3
"2020-07-17",utla,E06000032,Luton,8
"2021-01-22",utla,E10000032,West Sussex,402
"2020-07-16",utla,E06000032,Luton,9
"2021-01-21",utla,E10000032,West Sussex,416
"2020-07-15",utla,E06000032,Luton,9
"2021-01-20",utla,E10000032,West Sussex,425
"2021-01-19",utla,E10000032,West Sussex,512
"2020-07-14",utla,E06000032,Luton,14
"2020-07-13",utla,E06000032,Luton,14
"2021-01-18",utla,E10000032,West Sussex,589
"2020-07-12",utla,E06000032,Luton,7
"2020-07-11",utla,E06000032,Luton,16
"2020-07-10",utla,E06000032,Luton,14
"2021-01-17",utla,E10000032,West Sussex,376
"2021-01-16",utla,E10000032,West Sussex,417
"2021-01-15",utla,E10000032,West Sussex,564
"2021-01-14",utla,E10000032,West Sussex,683
"2021-01-13",utla,E10000032,West Sussex,584
"2021-01-12",utla,E10000032,West Sussex,749
"2020-10-26",utla,E06000027,Torbay,34
"2020-10-25",utla,E06000027,Torbay,25
"2020-10-24",utla,E06000027,Torbay,8
"2020-10-23",utla,E06000027,Torbay,27
"2020-10-22",utla,E06000027,Torbay,27
"2020-10-21",utla,E06000027,Torbay,33
"2020-10-20",utla,E06000027,Torbay,41
"2020-10-19",utla,E06000027,Torbay,30
"2020-10-18",utla,E06000027,Torbay,13
"2020-10-17",utla,E06000027,Torbay,27
"2020-10-16",utla,E06000027,Torbay,12
"2020-07-09",utla,E06000032,Luton,10
"2020-10-15",utla,E06000027,Torbay,17
"2020-07-08",utla,E06000032,Luton,4
"2020-07-07",utla,E06000032,Luton,2
"2020-07-06",utla,E06000032,Luton,1
"2020-07-05",utla,E06000032,Luton,4
"2021-01-11",utla,E10000032,West Sussex,882
"2020-10-14",utla,E06000027,Torbay,23
"2021-01-10",utla,E10000032,West Sussex,475
"2021-01-09",utla,E10000032,West Sussex,548
"2021-01-08",utla,E10000032,West Sussex,631
"2020-10-13",utla,E06000027,Torbay,29
"2020-10-12",utla,E06000027,Torbay,12
"2021-01-07",utla,E10000032,West Sussex,738
"2021-01-06",utla,E10000032,West Sussex,793
"2021-01-05",utla,E10000032,West Sussex,929
"2021-01-04",utla,E10000032,West Sussex,1193
"2021-01-03",utla,E10000032,West Sussex,729
"2021-01-02",utla,E10000032,West Sussex,857
"2021-01-01",utla,E10000032,West Sussex,517
"2020-12-31",utla,E10000032,West Sussex,769
"2020-12-30",utla,E10000032,West Sussex,1130
"2020-12-29",utla,E10000032,West Sussex,1320
"2020-12-28",utla,E10000032,West Sussex,748
"2020-10-11",utla,E06000027,Torbay,5
"2020-07-04",utla,E06000032,Luton,8
"2020-07-03",utla,E06000032,Luton,5
"2020-07-02",utla,E06000032,Luton,5
"2020-07-01",utla,E06000032,Luton,4
"2020-12-27",utla,E10000032,West Sussex,562
"2020-12-26",utla,E10000032,West Sussex,531
"2020-12-25",utla,E10000032,West Sussex,166
"2020-10-10",utla,E06000027,Torbay,9
"2020-10-09",utla,E06000027,Torbay,13
"2020-10-08",utla,E06000027,Torbay,18
"2020-10-07",utla,E06000027,Torbay,26
"2020-10-06",utla,E06000027,Torbay,10
"2020-12-24",utla,E10000032,West Sussex,425
"2020-12-23",utla,E10000032,West Sussex,420
"2020-12-22",utla,E10000032,West Sussex,528
"2020-12-21",utla,E10000032,West Sussex,541
"2020-06-29",utla,E06000032,Luton,5
"2020-12-20",utla,E10000032,West Sussex,432
"2020-10-05",utla,E06000027,Torbay,13
"2020-10-04",utla,E06000027,Torbay,5
"2020-10-03",utla,E06000027,Torbay,7
"2020-10-02",utla,E06000027,Torbay,11
"2020-10-01",utla,E06000027,Torbay,8
"2020-06-28",utla,E06000032,Luton,2
"2020-06-27",utla,E06000032,Luton,0
"2020-09-30",utla,E06000027,Torbay,13
"2020-12-19",utla,E10000032,West Sussex,171
"2020-12-18",utla,E10000032,West Sussex,367
"2020-06-26",utla,E06000032,Luton,7
"2020-09-29",utla,E06000027,Torbay,21
"2020-09-28",utla,E06000027,Torbay,5
"2020-09-27",utla,E06000027,Torbay,3
"2020-09-26",utla,E06000027,Torbay,1
"2020-09-25",utla,E06000027,Torbay,4
"2020-09-24",utla,E06000027,Torbay,2
"2020-09-23",utla,E06000027,Torbay,4
"2020-09-22",utla,E06000027,Torbay,2
"2020-09-21",utla,E06000027,Torbay,2
"2020-06-25",utla,E06000032,Luton,6
"2020-06-24",utla,E06000032,Luton,3
"2020-12-17",utla,E10000032,West Sussex,310
"2020-12-16",utla,E10000032,West Sussex,279
"2020-09-20",utla,E06000027,Torbay,4
"2020-12-15",utla,E10000032,West Sussex,280
"2020-12-14",utla,E10000032,West Sussex,265
"2020-12-13",utla,E10000032,West Sussex,168
"2020-12-12",utla,E10000032,West Sussex,132
"2020-06-23",utla,E06000032,Luton,3
"2020-06-22",utla,E06000032,Luton,14
"2020-06-21",utla,E06000032,Luton,7
"2020-09-19",utla,E06000027,Torbay,2
"2020-09-18",utla,E06000027,Torbay,2
"2020-09-17",utla,E06000027,Torbay,1
"2020-09-16",utla,E06000027,Torbay,3
"2020-12-11",utla,E10000032,West Sussex,171
"2020-12-10",utla,E10000032,West Sussex,165
"2020-09-15",utla,E06000027,Torbay,1
"2020-09-14",utla,E06000027,Torbay,1
"2020-09-13",utla,E06000027,Torbay,0
"2020-09-12",utla,E06000027,Torbay,0
"2020-09-11",utla,E06000027,Torbay,0
"2020-09-10",utla,E06000027,Torbay,0
"2020-12-09",utla,E10000032,West Sussex,137
"2020-12-08",utla,E10000032,West Sussex,128
"2020-12-07",utla,E10000032,West Sussex,159
"2020-12-06",utla,E10000032,West Sussex,90
"2020-12-05",utla,E10000032,West Sussex,62
"2020-09-09",utla,E06000027,Torbay,1
"2020-09-08",utla,E06000027,Torbay,1
"2020-09-07",utla,E06000027,Torbay,0
"2020-09-06",utla,E06000027,Torbay,1
"2020-12-04",utla,E10000032,West Sussex,87
"2020-12-03",utla,E10000032,West Sussex,85
"2020-12-02",utla,E10000032,West Sussex,92
"2020-12-01",utla,E10000032,West Sussex,84
"2020-06-20",utla,E06000032,Luton,6
"2020-11-30",utla,E10000032,West Sussex,96
"2020-09-05",utla,E06000027,Torbay,1
"2020-09-04",utla,E06000027,Torbay,5
"2020-09-03",utla,E06000027,Torbay,3
"2020-09-02",utla,E06000027,Torbay,3
"2020-06-19",utla,E06000032,Luton,6
"2020-11-29",utla,E10000032,West Sussex,39
"2020-11-28",utla,E10000032,West Sussex,50
"2020-11-27",utla,E10000032,West Sussex,73
"2020-11-26",utla,E10000032,West Sussex,68
"2020-11-25",utla,E10000032,West Sussex,81
"2020-11-24",utla,E10000032,West Sussex,87
"2020-11-23",utla,E10000032,West Sussex,108
"2020-11-22",utla,E10000032,West Sussex,68
"2020-11-21",utla,E10000032,West Sussex,66
"2021-02-12",utla,S12000006,Dumfries and Galloway,6
"2020-06-18",utla,E06000032,Luton,7
"2020-06-17",utla,E06000032,Luton,7
"2020-06-16",utla,E06000032,Luton,23
"2020-06-15",utla,E06000032,Luton,5
"2020-06-14",utla,E06000032,Luton,13
"2020-09-01",utla,E06000027,Torbay,0
"2020-08-31",utla,E06000027,Torbay,0
"2020-08-30",utla,E06000027,Torbay,0
"2021-02-11",utla,S12000006,Dumfries and Galloway,10
"2020-11-20",utla,E10000032,West Sussex,79
"2020-11-19",utla,E10000032,West Sussex,95
"2020-11-18",utla,E10000032,West Sussex,106
"2020-11-17",utla,E10000032,West Sussex,138
"2021-02-10",utla,S12000006,Dumfries and Galloway,19
"2021-02-09",utla,S12000006,Dumfries and Galloway,24
"2020-11-16",utla,E10000032,West Sussex,250
"2021-02-12",utla,E09000023,Lewisham,3
"2021-02-08",utla,S12000006,Dumfries and Galloway,25
"2020-08-29",utla,E06000027,Torbay,0
"2021-02-11",utla,E09000023,Lewisham,33
"2021-02-07",utla,S12000006,Dumfries and Galloway,12
"2020-11-15",utla,E10000032,West Sussex,95
"2020-11-14",utla,E10000032,West Sussex,120
"2021-02-06",utla,S12000006,Dumfries and Galloway,24
"2021-02-05",utla,S12000006,Dumfries and Galloway,19
"2020-11-13",utla,E10000032,West Sussex,144
"2020-11-12",utla,E10000032,West Sussex,175
"2020-06-13",utla,E06000032,Luton,12
"2020-06-12",utla,E06000032,Luton,6
"2020-06-11",utla,E06000032,Luton,4
"2020-06-10",utla,E06000032,Luton,18
"2020-06-09",utla,E06000032,Luton,14
"2020-08-28",utla,E06000027,Torbay,1
"2020-06-08",utla,E06000032,Luton,12
"2021-02-04",utla,S12000006,Dumfries and Galloway,26
"2020-08-27",utla,E06000027,Torbay,0
"2021-02-03",utla,S12000006,Dumfries and Galloway,11
"2021-02-02",utla,S12000006,Dumfries and Galloway,15
"2020-11-11",utla,E10000032,West Sussex,154
"2020-11-10",utla,E10000032,West Sussex,196
"2020-06-07",utla,E06000032,Luton,3
"2020-06-06",utla,E06000032,Luton,8
"2020-06-05",utla,E06000032,Luton,10
"2020-06-04",utla,E06000032,Luton,4
"2021-02-01",utla,S12000006,Dumfries and Galloway,14
"2021-01-31",utla,S12000006,Dumfries and Galloway,16
"2021-02-10",utla,E09000023,Lewisham,50
"2021-01-30",utla,S12000006,Dumfries and Galloway,27
"2021-02-09",utla,E09000023,Lewisham,35
"2021-02-08",utla,E09000023,Lewisham,48
"2020-06-03",utla,E06000032,Luton,11
"2020-06-02",utla,E06000032,Luton,14
"2020-06-01",utla,E06000032,Luton,13
"2020-05-31",utla,E06000032,Luton,0
"2020-05-30",utla,E06000032,Luton,7
"2020-11-09",utla,E10000032,West Sussex,178
"2020-11-08",utla,E10000032,West Sussex,111
"2020-08-26",utla,E06000027,Torbay,1
"2020-08-25",utla,E06000027,Torbay,1
"2021-01-29",utla,S12000006,Dumfries and Galloway,35
"2021-01-28",utla,S12000006,Dumfries and Galloway,25
"2021-01-27",utla,S12000006,Dumfries and Galloway,25
"2021-01-26",utla,S12000006,Dumfries and Galloway,28
"2021-01-25",utla,S12000006,Dumfries and Galloway,39
"2020-11-07",utla,E10000032,West Sussex,112
"2020-11-06",utla,E10000032,West Sussex,120
"2020-11-05",utla,E10000032,West Sussex,110
"2020-08-24",utla,E06000027,Torbay,1
"2020-08-23",utla,E06000027,Torbay,2
"2020-08-22",utla,E06000027,Torbay,2
"2020-08-21",utla,E06000027,Torbay,3
"2020-08-20",utla,E06000027,Torbay,3
"2021-01-24",utla,S12000006,Dumfries and Galloway,24
"2020-08-19",utla,E06000027,Torbay,2
"2021-01-23",utla,S12000006,Dumfries and Galloway,40
"2020-08-18",utla,E06000027,Torbay,1
"2020-08-17",utla,E06000027,Torbay,0
"2021-02-06",utla,E09000023,Lewisham,44
"2021-01-22",utla,S12000006,Dumfries and Galloway,33
"2020-11-04",utla,E10000032,West Sussex,142
"2021-01-21",utla,S12000006,Dumfries and Galloway,37
"2021-01-20",utla,S12000006,Dumfries and Galloway,49
"2020-11-03",utla,E10000032,West Sussex,134
"2021-01-19",utla,S12000006,Dumfries and Galloway,40
"2020-11-02",utla,E10000032,West Sussex,185
"2020-05-29",utla,E06000032,Luton,8
"2020-05-28",utla,E06000032,Luton,11
"2020-05-27",utla,E06000032,Luton,16
"2020-05-26",utla,E06000032,Luton,16
"2020-05-25",utla,E06000032,Luton,12
"2020-05-24",utla,E06000032,Luton,10
"2020-05-23",utla,E06000032,Luton,19
"2021-02-12",utla,E09000028,Southwark,8
"2021-02-11",utla,E09000028,Southwark,23
"2021-02-10",utla,E09000028,Southwark,42
"2021-02-09",utla,E09000028,Southwark,27
"2021-02-05",utla,E09000023,Lewisham,63
"2020-11-01",utla,E10000032,West Sussex,72
"2020-10-31",utla,E10000032,West Sussex,91
"2021-02-08",utla,E09000028,Southwark,56
"2021-02-04",utla,E09000023,Lewisham,64
"2021-02-07",utla,E09000028,Southwark,32
"2021-02-06",utla,E09000028,Southwark,36
"2020-10-30",utla,E10000032,West Sussex,131
"2020-10-29",utla,E10000032,West Sussex,122
"2020-10-28",utla,E10000032,West Sussex,123
"2020-10-27",utla,E10000032,West Sussex,118
"2021-02-03",utla,E09000023,Lewisham,78
"2020-10-26",utla,E10000032,West Sussex,171
"2020-10-25",utla,E10000032,West Sussex,73
"2021-02-02",utla,E09000023,Lewisham,93
"2021-02-01",utla,E09000023,Lewisham,107
"2020-10-24",utla,E10000032,West Sussex,102
"2020-10-23",utla,E10000032,West Sussex,95
"2020-10-22",utla,E10000032,West Sussex,111
"2020-05-22",utla,E06000032,Luton,9
"2021-01-18",utla,S12000006,Dumfries and Galloway,52
"2020-05-21",utla,E06000032,Luton,13
"2020-08-16",utla,E06000027,Torbay,0
"2020-08-15",utla,E06000027,Torbay,0
"2020-08-14",utla,E06000027,Torbay,0
"2020-10-21",utla,E10000032,West Sussex,112
"2020-10-20",utla,E10000032,West Sussex,120
